title,content,date,url,author,domain,categories
Quick Stats Agricultural Database API,"Department of Agriculture — Quick Stats API is the programmatic interface to the National Agricultural Statistics Service's (NASS) online database containing results from the 1997, 2002, 2007,...",2025-07-19,https://catalog.data.gov/dataset/quick-stats-agricultural-database-api,data.gov,catalog.data.gov,"abandoned, acres, african-american-operators, ag-land, ag-services, age, agri-tourism, agriculture, alfalfa, alfalfa-seed, almonds, alpacas, american-indian-res..., angora-goats, apples, apricots, aquaculture, aquatic-plants, artichokes, asian-operators, asparagus, avocados, bales, bananas, barley, bedding-plants, bee-colonies, beef-cow, bees, beets, bell-peppers, berries, bison, black-operators, blackberries, blackeyed-peas, blueberries, boysenberries, broccoli, broilers, brussels-sprouts, bulbs, bull, burros, bushels, cabbage, calves, cantaloupes, carrots, cash-rents, cattle, cauliflower, ccc, celery, chemicals, cherries, chestnuts, chickens, chicory, chile, chinese-cabbage, christmas-trees, citrus, coffee, collards, combines, commodity-credit-co..., conservation-practices, conservation-reserve, contract-labor, corms, corn, cotton, cotton-pickers, cowpeas, cranberries, crop-insurance, cropland, crp, cucumbers, currants, custom-hauling, customwork, cut-flowers, cuttings, cwt, daikon, dairy-products, data, dates, deer, dewberries, donkeys, dry-edible-beans, dry-edible-peas, ducks, durum-wheat, eggplant, eggs, elk, emus, endive, english-walnuts, equipment, escarole, ewe, experimental-farms, farm-demographics, farm-economics, farm-income, farm-operations, farmable-wetlands, farms, feed-purchased, fertilizer, fescue-seed, field-crops, figs, filberts, flaxseed, floriculture, flower-seeds, flowering-plants, foliage-plants, forage, fruits, fuels, garden-plants, garlic, geese, ginseng, goats, government-payments, grapefruit, grapes, grass-seed, grazing, green-onions, greenchop, greenhouse, greenhouse-tomatoes, greenhouse-vegetables, guavas, harvested, harvesters, hay, hay-balers, haylage, hazelnuts, herbs, herd, hired-farm-labor, hispanic-operators, hogs, honey, honeydew-melon, hops, horseradish, horses, idle, institutional-farms, interest-expense, inventory, irrigation, kale, kiwifruit, kumquats, lambs, land-in-farms, land-rents, land-value, landlord, latino-operators, layers, lemons, lentils, lettuce, lima-beans, limes, liners, llamas, loganberries, macadamia-nuts, machinery-value, mangoes, manure, maple-syrup, meat-goats, melons, milk-cow, milk-goats, mink, mint, mohair, mules, mushrooms, mustard, naics, nass, native-hawaiian-operators, nectarines, noncitrus, nonirrigated, north-american-indu..., number-sold, nursery, nursery-stock, nuts, oats, okra, olives, onions, operation, operator-characteristics, oranges, orchards, organic, ostriches, other-animals, pacific-island-operators, papayas, parsley, passion-fruit, pasture, peaches, peanuts, pears, peas, pecans, pelts, peppers, persimmons, pheasants, pickles, pigeons, pigs, pima-cotton, pineapples, pistachios, planted, plugs, plums, pluots, pomegranates, ponies, popcorn, potatoes, poultry, pounds, price, primary-occupation, production-contracts, production-expenses, property-tax, proso-millet, prunes, pullets, pumpkins, quail, rabbits, radishes, rangeland, raspberries, real-estate, research-farms, rhizomes, rhubarb, rice, ryegrass-seed, safflower, sales, seedlings, sheep, short-rotation, silage, snap-beans, sod, sorghum, soybeans, spanish-operators, spinach, spring-wheat, squab, squash, storage-capacity, strawberries, sugar, sugarbeets, sugarcane, sunflower-seed, sweet-cherries, sweet-corn, sweet-potatoes, tame-blueberries, tame-hay, tangelos, tangerines, tart-cherries, temples, tenant, tenure, tobacco, tomatoes, tons, tractors, trucks, tubers, turkeys, turnip-greens, turnips, upland-cotton, usda, utilities, valencia-oranges, value-of-production, vegetable-seeds, vegetables, vines, walnuts, watercress, watermelons, wetlands-reserve, wheat, white-operators, wild-blueberries, wild-hay, winter-wheat, women-operators, woodland, woody-crops, wool"
CMS Program Statistics - Medicare Total Enrollment,U.S. Department of Health & Human Services — The CMS Program Statistics - Medicare Total Enrollment tables provide data on characteristics of the Medicare-covered populations. For additional information on...,2025-07-19,https://catalog.data.gov/dataset/medicare-total-enrollment-4280f,data.gov,catalog.data.gov,"beneficiary-enrollment, medicare, medicare-advantage, national, original-medicare, states-territories"
Iowa School Performance Profiles,State of Iowa — The Iowa School Performance Profiles is an online tool showing how public schools performed on required measures. The website was developed to meet both federal and...,2025-07-19,https://catalog.data.gov/dataset/iowa-school-performance-profiles,data.gov,catalog.data.gov,"school-report-cards, student-performance"
Business Lookup,"State of Washington — The Business Lookup provides public information related to all current active accounts and five years of closed accounts for business licenses, excise tax accounts,...",2025-07-19,https://catalog.data.gov/dataset/business-lookup,data.gov,catalog.data.gov,"business-licenses, business-names, business-officers, business-owners, business-registrations, businesses, companies, corporations, reseller-permits, tax-accounts, trade-names, unified-business-id..."
Harmonized Tariff Schedule of the United States (2025),US International Trade Commission — This dataset is the current 2025 Harmonized Tariff Schedule plus all revisions for the current year. It provides the applicable tariff rates and statistical...,2025-07-19,https://catalog.data.gov/dataset/harmonized-tariff-schedule-of-the-united-states-2024,data.gov,catalog.data.gov,"hts, product-classification, tariff-schedule"
Supply Chain Greenhouse Gas Emission Factors v1.2 by NAICS-6,"U.S. Environmental Protection Agency — The datasets are comprised of greenhouse gas (GHG) emission factors (Factors) for 1,016 U.S. commodities as defined by the 2017 version of the North American Industry...",2025-07-19,https://catalog.data.gov/dataset/supply-chain-greenhouse-gas-emission-factors-v1-2-by-naics-6,data.gov,catalog.data.gov,"carbon-footprint, ghg-emission-factors, scope-3, useeio"
FDIC Failed Bank List,"Federal Deposit Insurance Corporation — The FDIC is often appointed as receiver for failed banks. This list includes banks which have failed since October 1, 2000.",2025-07-19,https://catalog.data.gov/dataset/fdic-failed-bank-list,data.gov,catalog.data.gov,"assistance-transactions, banks, failures, financial-institution"
Inventory of Owned and Leased Properties (IOLP),General Services Administration — The Inventory of Owned and Leased Properties (IOLP) allows users to search properties owned and leased by the General Services Administration (GSA) across the United...,2025-07-19,https://catalog.data.gov/dataset/inventory-of-owned-and-leased-properties-iolp,data.gov,catalog.data.gov,"building_status, city, geospatial, latitude, lease_effective_date, lease_expiration_date, lease_num, longitude, state_cd, street_address, zipcode5"
Post-Secondary Employment Outcomes (PSEO): Post-Secondary Employment Outcomes (PSEO) - Earnings,Department of Commerce — Post-Secondary Employment Outcomes (PSEO) are experimental tabulations developed by researchers at the U.S. Census Bureau. PSEO data provide earnings and employment...,2025-07-19,https://catalog.data.gov/dataset/post-secondary-employment-outcomes-pseo-post-secondary-employment-outcomes-pseo-earnings,data.gov,catalog.data.gov,census
National Death Index,"U.S. Department of Health & Human Services — The National Death Index (NDI) is a centralized database of death record information on file in state vital statistics offices. Working with these state offices, the...",2025-07-19,https://catalog.data.gov/dataset/national-death-index,data.gov,catalog.data.gov,"population-statistics, vital-statistics-us..."
JPL Small Body Database Browser,National Aeronautics and Space Administration — The JPL Small-Body Database Browser provides data for all known asteroids and many comets. Newly discovered objects and their orbits are added on a daily basis....,2025-07-19,https://catalog.data.gov/dataset/jpl-small-body-database-browser,data.gov,catalog.data.gov,"asteroid, comet, discovery, jpl, nea, near-earth-object, neo, orbit, small-body, solar-system"
Baby Names from Social Security Card Applications - National Data,"Social Security Administration — The data (name, year of birth, sex, and number) are from a 100 percent sample of Social Security card applications for 1880 on.",2025-07-19,https://catalog.data.gov/dataset/baby-names-from-social-security-card-applications-national-data,data.gov,catalog.data.gov,"1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, baby-names, births, social-security, social-security-adm..., social-security-cards, ssa"
2011-12 Gifted and Talented Enrollment Estimations,"Department of Education — This Excel file contains data on students enrolled in gifted and talented programs for all states. The file contains three spreadsheets: total students, male...",2025-07-19,https://catalog.data.gov/dataset/2011-12-gifted-and-talented-enrollment-estimations-615ac,data.gov,catalog.data.gov,ocr
BSEE Data Center - Leasing Information,"Department of the Interior — Leasing Information includes information on the status of leases along with the geographic locations, effective date, surface acreage and other data elements specific...",2025-07-19,https://catalog.data.gov/dataset/bsee-data-center-leasing-information,data.gov,catalog.data.gov,"adjudication, alaska, area-block, area-code, assignments, block-number, bsee, collateral, company, decommissioning, designated-operator, gulf-of-america, lease, leasing, offshore, oil-spill-financial..., operator, osfr, owner, pacific, renewable, unit-agreements, units"
MTA Bus Mean Distance Between Failures: Beginning 2015,State of New York — Mean Distance Between Failures reports how frequently bus mechanical problems cause delays.,2025-07-19,https://catalog.data.gov/dataset/metropolitan-transportation-authority-mta-bus-mean-distance-between-failures-beginning-201,data.gov,catalog.data.gov,"bus, bus-fleet, delays, mdbf, mean-distance-betwe..., monthly, mta-bus, mtabc, new-york-city-transit, nyct, performance, reliability, service"
U.S. Chronic Disease Indicators,"U.S. Department of Health & Human Services — CDC's Division of Population Health provides a cross-cutting set of 115 indicators developed by consensus among CDC, the Council of State and Territorial...",2025-07-19,https://catalog.data.gov/dataset/u-s-chronic-disease-indicators,data.gov,catalog.data.gov,"alcohol, arthritis, asthma, cancer, copd, diabetes, tobacco"
Expenditure and Employment Data for the Criminal Justice System Series,Department of Justice — Investigator(s): Bureau of Justice Statistics These data collections present public expenditure and employment data pertaining to criminal justice activities in the...,2025-07-19,https://catalog.data.gov/dataset/expenditure-and-employment-data-for-the-criminal-justice-system-series-6d69c,data.gov,catalog.data.gov,"correctional-system, criminal-justice-system, employment, federal-government, full-time-employment, government-expenditures, law-enforcement, local-government, part-time-employment, state-government, wages-and-salaries"
"Medicare Geographic Variation - by National, State & County","U.S. Department of Health & Human Services — The Medicare Geographic Variation by National, State & County dataset provides information on the geographic differences in the use and quality of health care...",2025-07-19,https://catalog.data.gov/dataset/medicare-geographic-variation-by-national-state-county-73ba6,data.gov,catalog.data.gov,"counties, health-care-use-payments, medicare, national, original-medicare, states-territories"
Fruit and Vegetable Prices,Department of Agriculture — How much do fruits and vegetables cost? ERS estimated average prices for 153 commonly consumed fresh and processed fruits and vegetables.,2025-07-19,https://catalog.data.gov/dataset/fruit-and-vegetable-prices,data.gov,catalog.data.gov,"agricultural-economics, food-costs"
Air Quality,City of New York — Dataset contains information on New York City air quality surveillance data. Air pollution is one of the most important environmental threats to urban populations...,2025-07-19,https://catalog.data.gov/dataset/air-quality,data.gov,catalog.data.gov,"2018od4a-video, air-quality, dohmh, health, surveillance"
NCDC Storm Events Database,"National Oceanic and Atmospheric Administration, Department of Commerce — Storm Data is provided by the National Weather Service (NWS) and contain statistics on personal injuries and damage estimates. Storm Data covers the United States of...",2025-07-19,https://catalog.data.gov/dataset/ncdc-storm-events-database2,data.gov,catalog.data.gov,"atmosphere, atmospheric phenomena, atmospheric temperature, atmospheric..., atmospheric winds, continent, doc/noaa/nesdis/ncdc, doc/noaa/nesdis/ncei, drought, droughts, earth science, floods, fog, freeze/frost, freezing rain, frost, hail, heat, human dimensions, hurricanes, ice pellets, landslides, lightning, liquid precipitation, national centers..., national climatic..., natural hazards, nesdis, noaa, north america, precipitation, precipitation anomalies, precipitation rate, rain, rain storms, severe storms, skin temperature, sleet, snow, solid precipitation, surface temperature, surface water, surface water..., surface winds, temperature anomalies, terrestrial hydrosphere, tornadoes, tropical cyclones, tsunamis, typhoons, u.s. department of commerce, united states of america, weather events, wildfires, wind chill index, wind tendency"
Post-Secondary Employment Outcomes (PSEO): Post-Secondary Employment Outcomes (PSEO) - Flows,Department of Commerce — Post-Secondary Employment Outcomes (PSEO) are experimental tabulations developed by researchers at the U.S. Census Bureau. PSEO data provide earnings and employment...,2025-07-19,https://catalog.data.gov/dataset/post-secondary-employment-outcomes-pseo-post-secondary-employment-outcomes-pseo-flows,data.gov,catalog.data.gov,census
National Obesity By State,"Lake County, Illinois — National Obesity Percentages by State. Explanation of Field Attributes:Obesity - The percent of the state population that is considered obese from the 2015 CDC BRFSS...",2025-07-19,https://catalog.data.gov/dataset/national-obesity-by-state-d765a,data.gov,catalog.data.gov,"bmi, chronic-disease, lake-county-illinois, obese, obesity, overweight"
Federal Criminal Case Processing Statistics (FCCPS),Department of Justice — The Federal Criminal Case Processing Statistics (FCCPS) data tool is an interface that can be used to analyze federal case processing data. Users can generate various...,2025-07-19,https://catalog.data.gov/dataset/federal-criminal-case-processing-statistics,data.gov,catalog.data.gov,"defendants-charged-..., defendants-in-crimi..., offenders-sentenced, persons-arrested-and-booked, prisoners-entering-..., prisoners-in-federa..., suspects-in-investigations, suspects-in-investi..."
Real Estate Sales 2001-2022 GL,"State of Connecticut — The Office of Policy and Management maintains a listing of all real estate sales with a sales price of $2,000 or greater that occur between October 1 and September 30...",2025-07-19,https://catalog.data.gov/dataset/real-estate-sales-2001-2018,data.gov,catalog.data.gov,"housing, opm, real-estate, sales"
Easy Access to State and County Juvenile Court Case Counts,"Department of Justice — This OJJDP supported data analysis tool provides access to State and county juvenile court case counts for delinquency, status offense, and dependency cases. The data...",2025-07-19,https://catalog.data.gov/dataset/easy-access-to-state-and-county-juvenile-court-case-counts,data.gov,catalog.data.gov,"delinquency, juvenile-court-statistics, status-offense, status-offense-cases"
Voter Registration by Census Tract,"King County, Washington — This web map displays data from the voter registration database as the percent of registered voters by census tract in King County, Washington. The data for this web...",2025-07-19,https://catalog.data.gov/dataset/voter-registration-by-census-tract,data.gov,catalog.data.gov,"congressional, elections-gis, electoral, kce, king-county, king-county-council, king-county-elections, legislative, registered-voters, registration-map, seattle-city-council, voter, voter-education, voter-education-and..., voter-outreach, voter-registration, voter-registration-map, voting-districts"
National Database for Autism Research (NDAR),"U.S. Department of Health & Human Services — National Database for Autism Research (NDAR) is an extensible, scalable informatics platform for autism spectrum disorder-relevant data at all levels of biological...",2025-07-19,https://catalog.data.gov/dataset/national-database-for-autism-research-ndar,data.gov,catalog.data.gov,"autism, autism-spectrum-disorder"
Lottery Mega Millions Winning Numbers: Beginning 2002,State of New York — Go to http://on.ny.gov/1J8tPSN on the New York Lottery website for past Mega Millions results and payouts.,2025-07-19,https://catalog.data.gov/dataset/lottery-mega-millions-winning-numbers-beginning-2002,data.gov,catalog.data.gov,"mega-millions, new-york-lottery, results, winning"
MVA Vehicle Sales Counts by Month for Calendar Year 2002 through March 2025,"State of Maryland — The number of new and used vehicles and the sales dollars respectively sold by month. MDOT MVA’s Customer Connect modernization project, implemented in July 2020, has...",2025-07-19,https://catalog.data.gov/dataset/mva-vehicle-sales-counts-by-month-for-calendar-year-2002-2020-up-to-october,data.gov,catalog.data.gov,"auto, car, maryland-mva, mva, new, preowned, sales, trucks, used, vehicle"
Consumer Complaint Database,Consumer Financial Protection Bureau — The Consumer Complaint Database is a collection of complaints about consumer financial products and services that we sent to companies for response. Complaints are...,2025-07-19,https://catalog.data.gov/dataset/consumer-complaint-database,data.gov,catalog.data.gov,"bank-account, bank-service, complaint, consumer, credit-card, credit-report, debt-collection, finance, loan, money-transfer, mortgage, student-loan"
EZAUCR Arrest Statistics,Department of Justice — Easy Access to FBI Arrest Statistics: 1994-2014,2025-07-19,https://catalog.data.gov/dataset/ezaucr-arrest-statistics,data.gov,catalog.data.gov,"arrest, fbi, ojjdp, statistics"
NYC Historical Vital Records: Index to Digitized Death Certificates,City of New York — The dataset is an index to digitized historical death certificates from 1862-1948 from all 5 NYC boroughs. Details about certificates in DORIS's collection and their...,2025-07-19,https://catalog.data.gov/dataset/nyc-historical-vital-records-index-to-digitized-death-certificates,data.gov,catalog.data.gov,"doris, marriage-records, nychistoricalvitalrecords, records, vital-records"
National Stock Number Extract,"General Services Administration — National Stock Number extract includes the current listing of National Stock Numbers (NSNs) , NSN item name and descriptions, and current selling price of each...",2025-07-19,https://catalog.data.gov/dataset/national-stock-number-extract,data.gov,catalog.data.gov,"national-stock-number, nsn, part-number, product, vendor"
"Provisional COVID-19 death counts, rates, and percent of total deaths, by jurisdiction of residence","U.S. Department of Health & Human Services — This file contains COVID-19 death counts, death rates, and percent of total deaths by jurisdiction of residence. The data is grouped by different time periods...",2025-07-19,https://catalog.data.gov/dataset/provisional-covid-19-death-counts-rates-and-percent-of-total-deaths-by-jurisdiction-of-res,data.gov,catalog.data.gov,"coronavirus, covid-19, death-rate, deaths, hhs-region, mortality, nchs, nvss, puerto-rico, state, united-states"
"TIGER/Line Shapefile, 2022, Nation, U.S., 2020 Census 5-Digit ZIP Code Tabulation Area (ZCTA5)","U.S. Census Bureau, Department of Commerce — The TIGER/Line shapefiles and related database files (.dbf) are an extract of selected geographic and cartographic information from the U.S. Census Bureau's Master...",2025-07-19,https://catalog.data.gov/dataset/tiger-line-shapefile-2022-nation-u-s-2020-census-5-digit-zip-code-tabulation-area-zcta5,data.gov,catalog.data.gov,"nation, polygon, u.s., united states, zcta, zip code, zip code tabulation area"
Means of Transportation to Work,"Department of Transportation — The Means of Transportation to Work dataset was compiled using information from December 31, 2023 and updated December 12, 2024 from the Bureau of Transportation...",2025-07-19,https://catalog.data.gov/dataset/means-of-transportation-to-work2,data.gov,catalog.data.gov,"acs, american, atlas, choice, community, commuting, database, mode, national, national..., ntad, polygon, shapefile, survey, tract, transportation, travel, usa, vector, work"
LactMed (Drugs and Lactation Database),U.S. Department of Health & Human Services — LactMed (Drugs and Lactation Database) contains information on drugs and other chemicals to which breastfeeding mothers may be exposed. It includes information on the...,2025-07-19,https://catalog.data.gov/dataset/lactmed-09a41,data.gov,catalog.data.gov,"consumer-health, data-distribution, dataset, environmental-health, toxicology"
Walkability Index,U.S. Environmental Protection Agency — The Walkability Index dataset characterizes every Census 2019 block group in the U.S. based on its relative walkability. Walkability depends upon characteristics of...,2025-07-19,https://catalog.data.gov/dataset/walkability-index8,data.gov,catalog.data.gov,"alabama, alaska, american samoa, arizona, arkansas, california, canada, chesapeake bay, chesapeake bay watershed, colorado, connecticut, delaware, environment, florida, georgia, hawaii, health, human, idaho, illinois, indiana, iowa, kansas, kentucky, land, louisiana, maine, maryland, massachusetts, mexico, michigan, minnesota, mississippi, missouri, montana, nebraska, nevada, new hampshire, new jersey, new mexico, new york, north carolina, north dakota, ohio, oklahoma, oregon, pennsylvania, puerto rico, recreation, rhode island, south carolina, south dakota, tennessee, texas, transportation, united states, utah, vermont, virginia, washington, washington dc, west virginia, wisconsin, wyoming"
U.S. Hourly Precipitation Data,"National Oceanic and Atmospheric Administration, Department of Commerce — Hourly Precipitation Data (HPD) is digital data set DSI-3240, archived at the National Climatic Data Center (NCDC). The primary source of data for this file is...",2025-07-19,https://catalog.data.gov/dataset/u-s-hourly-precipitation-data2,data.gov,catalog.data.gov,"altitude, american samoa, atlantic ocean, atmosphere, caribbean sea, central pacific ocean, continent, doc/noaa/nesdis/ncdc, doc/noaa/nesdis/ncei, earth science, equatorial, geographic region, guam, hawaiian islands, land surface, liquid precipitation, marshall islands, micronesia, mid-latitude, national centers..., national climatic..., nesdis, noaa, north america, north atlantic ocean, ocean, pacific ocean, palau, polar, precipitation, precipitation amount, precipitation rate, puerto rico, rain, snow, solid precipitation, station height, u.s. department of commerce, united states of america, vertical location, virgin islands, western pacific ocean"
County Jail Rosters,"State of Washington — Many counties publish the number of inmates in county corrections custody, with names, booking datas and in some case the charges. This dataset provides links to...",2025-07-19,https://catalog.data.gov/dataset/county-jail-rosters,data.gov,catalog.data.gov,"incarceration, jail"
"IPCC AR4, AR5, and AR6 20-, 100-, and 500-year GWPs",U.S. Environmental Protection Agency — The International Panel for Climate Change (IPCC) produces regular Assessment Reports that provide global warming potentials (GWPs) for greenhouse gases (GHG) in the...,2025-07-19,https://catalog.data.gov/dataset/ipcc-ar4-ar5-and-ar6-20-100-and-500-year-gwps,data.gov,catalog.data.gov,"ar4, ar5, ar6, fedefl, global-warming-potential, greenhouse-gas, international-panel..., openlca"
"Nutrition, Physical Activity, and Obesity - Behavioral Risk Factor Surveillance System","U.S. Department of Health & Human Services — This dataset includes data on adult's diet, physical activity, and weight status from Behavioral Risk Factor Surveillance System. This data is used for DNPAO's Data,...",2025-07-19,https://catalog.data.gov/dataset/nutrition-physical-activity-and-obesity-behavioral-risk-factor-surveillance-system,data.gov,catalog.data.gov,"adults, brfss, dnpao, fruit, nutrition, obesity, overweight, physical-activity, vegetables, walking"
National Student Loan Data System,Department of Education — The National Student Loan Data System (NSLDS) is the national database of information about loans and grants awarded to students under Title IV of the Higher...,2025-07-19,https://catalog.data.gov/dataset/national-student-loan-data-system-722b0,data.gov,catalog.data.gov,"5474ef49-ba39-40d2-..., data-system, database, direct-loan, federal-family-educ..., federal-perkins-loa..., ffel, hea, higher-education-ac..., information-management, national-student-lo..., nslds, perkins, student-aid, student-grants, student-loans, title-iv, william-d-ford-dire..."
U.S. Marketing Air Carriers On-time Performance,Department of Transportation — Percentage of flights arriving on-time. A flight is on-time if it arrives within 15 minutes of the schedule arrival time. Data are available for those carriers that...,2025-07-19,https://catalog.data.gov/dataset/u-s-marketing-air-carriers-on-time-performance,data.gov,catalog.data.gov,monthly-transportat...
Baby Names from Social Security Card Applications - State and District of Columbia Data,"Social Security Administration — The data (name, year of birth, sex, state, and number) are from a 100 percent sample of Social Security card applications starting with 1910. National data is in...",2025-07-19,https://catalog.data.gov/dataset/baby-names-from-social-security-card-applications-state-and-district-of-columbia-data,data.gov,catalog.data.gov,"1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, baby-names, births, social-security, social-security-adm..., social-security-cards, ssa"
Motor Vehicle Collisions - Crashes,City of New York — The Motor Vehicle Collisions crash table contains details on the crash event. Each row represents a crash event. The Motor Vehicle Collisions data tables contain...,2025-07-19,https://catalog.data.gov/dataset/motor-vehicle-collisions-crashes,data.gov,catalog.data.gov,"big-apps, bigapps, collisions, nycopendata, nypd, traffic-data, vision, visionzero, zero"
Supply Chain GHG Emission Factors for US Commodities and Industries v1.1.1,U.S. Environmental Protection Agency — Tables presenting supply chain and margin emission factors and data quality scores for US commodities and industries calculated from USEEIO models at two levels of...,2025-07-19,https://catalog.data.gov/dataset/supply-chain-ghg-emission-factors-for-us-commodities-and-industries-v1-1-1,data.gov,catalog.data.gov,"dollar-based-emissions, life-cycle-ghg-emissions, scope-3, us-industry-ghgs, useeio"
National Missing and Unidentified Persons System (NamUs),"Department of Justice — NamUs is the only national repository for missing, unidentified, and unclaimed persons cases. The program provides a singular resource hub for law enforcement,...",2025-07-19,https://catalog.data.gov/dataset/national-missing-and-unidentified-persons-system-namus,data.gov,catalog.data.gov,missing-persons
"Death rates for suicide, by sex, race, Hispanic origin, and age: United States","U.S. Department of Health & Human Services — Data on death rates for suicide, by selected population characteristics. Please refer to the PDF or Excel version of this table in the HUS 2019 Data Finder...",2025-07-19,https://catalog.data.gov/dataset/death-rates-for-suicide-by-sex-race-hispanic-origin-and-age-united-states-020c1,data.gov,catalog.data.gov,"african-americans, age, alaskan-natives, american-natives, asian-continental-a..., continental-populat..., death, deaths, european-continenta..., health-us, hispanic-americans, injury, mental-health, mortality, sex, suicide"
MTA NYCT Safety Data: Beginning 2019,State of New York — This dataset provides insights into safety-related incidents and indicators within New York City Transit (NYCT). NYCT is responsible for overseeing the safety of...,2025-07-19,https://catalog.data.gov/dataset/mta-nyct-safety-data-beginning-2019,data.gov,catalog.data.gov,"accident-prevention, accidents, audits, bus, collisions, continuous-welded-rail, customer-accidents, customers, employee-training, employees, fires, friction-pads, incidents, injuries, monthly, new-york-city-transit, nyct, passengers, pedestrians, safety, subway, track-safety, tracks, turn-warning, vision-zero, warning-systems"
18 excel spreadsheets by species and year giving reproduction and growth data.  One excel spreadsheet of herbicide treatment chemistry.,"U.S. Environmental Protection Agency — Excel spreadsheets by species (4 letter code is abbreviation for genus and species used in study, year 2010 or 2011 is year data collected, SH indicates data for...",2025-07-19,https://catalog.data.gov/dataset/18-excel-spreadsheets-by-species-and-year-giving-reproduction-and-growth-data-one-excel-sp,data.gov,catalog.data.gov,"dicamba, glyphosate, herbicides, native-plants, phytotoxicology"
