title,content,date,url,author,domain,categories
Is Traveling To North Korea Ethical?,"Before I decided to travel to North Korea, I had a good, long think about whether or not such a trip was right for me. And of course, one of the main debates I had with myself involved the ethical issues associated with visiting a country that is run by one of the most repressive regimes in the world. There are many angles to view this ethical debate but in general, those who are against traveling to North Korea make the following arguments: I can certainly understand all of those points and I can also understand why some people would never visit North Korea based on the above. But, despite those arguments, I obviously decided that visiting this country was worth it in the end, at least for me. Even with that decision though, I was completely open to changing my opinion once the trip was over. Perhaps I would...","September 2nd, 2013",https://wanderingearl.com/traveling-to-north-korea-ethical/,Derek,wanderingearl.com,Travel
"A Quick Travel Guide to Dili, East Timor","If you’re thinking about visiting East Timor, this post is your quick travel guide to Dili and its surroundings. My goal is to provide the main information you need to start planning your trip, and all of the details below are based on my own recent travels to this country. Of course, once you have a read, if you still have any questions, just let me know! Travelers from the following European countries can enter East Timor without a visa for up to 90 days as a tourist:Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland For all other nationalities, you must obtain a visa, which depends on how you enter the country: Land crossing– If you cross the land border with West Timor (Indonesia), you will need to apply...","February 26th, 2018",https://wanderingearl.com/quick-travel-guide-to-dili-east-timor/,Derek,wanderingearl.com,Travel
Interview With Budget Travel Expert Nomadic Matt,"Many know him, some might not. Perhaps some of you follow his blog or have at least seen it. I remember when I heard about thisNomadic Mattguy back when I was starting out and I kept hearing about him for years without really ever interacting with him. Last summer I finally met him in person and since then, we’ve hung out a couple of times, most recently at the end of May while at the TBEX (Travel Bloggers Exchange) conference in Spain. Here’s the deal. Matt has been blogging and has been involved with travel for a long time. He’s worked on numerous projects, written books and is even working on creating a charity organization calledFLYTEthat will help underprivileged youth experience the benefits of travel. Travel is his life. His book “How to Travel the World on $50 a Day” had its second edition released this year, and for $8...","July 20th, 2015",https://wanderingearl.com/budget-travel-expert-nomadic-matt/,Derek,wanderingearl.com,Travel
"How I Stay Organized While Traveling, Working & Being A Fool","I have two brains. There is mywork brainand mytravel brain. And the truth is that these two brains are not the best of friends. As much as I have tried over the years, I can’t seem to force these two brains to get along too well. The way it works is that, at any given time, I can either be 100% focused on enjoying my travels or I can be 100% focused on my work. As a result, I can’t travel and work at the same time. Of course, I can travel and work in a general sense but what I’m trying to say is that if I were to go outside today, wander around Bucharest or Delhi or Mexico City or Tashkent or wherever I happen to be, my brain would be in its travel mode. So, if I were to sit down at a cafe later in the...","February 18th, 2014",https://wanderingearl.com/how-i-stay-organized-while-traveling-working-being-a-fool/,Derek,wanderingearl.com,Travel
Top Alternative Destinations to Visit Across Europe,"Home to hundreds of World Heritage Sites, Europe welcomes millions of tourists each year. Unsurprisingly, Europe has one of the most developed accommodation industries in the world. But there’s another sector in Europe’s hospitality industry that’s becoming very popular – alternative accommodations. Alternative accommodations refer to a type of accommodations that are different from the standard hotels. From bed and breakfasts to cabin lodges and treehouses, these accommodation options have long been popular across the continent and are now growing even more rapidly compared to traditional hotels. Staying at these accommodations will not only often save you some money but they will offer unique experiences that can make for a more unforgettable travel experience. Below, check out the top alternative destinations to stay across Europe. As one of the most visited countries in Europe, Croatia has no shortage of luxury hotels and resorts. But if you’re looking to stay at...","August 3rd, 2021",https://wanderingearl.com/top-alternative-destinations-to-visit-across-europe/,Derek,wanderingearl.com,Travel
Travel Expectations Vs Reality,"How would you feel if you planned your dream trip to the Dominican Republic, flew to the Caribbean, spent ten incredible days on an island and only upon returning home, discovered that you had actually been on the island of Dominica? Would it affect what had been a memorable experience? Of course, I doubt that this scenario would really happen, at least not on such a large scale. But on a smaller scale, it certainly can occur during our travels. For example… On Sunday morning, for the first time since arriving in Australia at the end of December, I finally ventured beyond the city limits of Melbourne. In a rented, bright blue Nissan Micra, Liz and I drove west out of the city and towards the Great Ocean Road, a well-known coastal region of Victoria. Our eventual destination was the small beach town of Anglesea, where a friend of mine...","February 2nd, 2011",https://wanderingearl.com/travel-expectations-vs-reality/,Derek,wanderingearl.com,Travel
Travel Ideas for 2010: Why are Camels so Expensive?,"I was going to hold off on writing this post until I felt better, but it occurred to me that beingdoped up on three antibioticswhile fighting off a body-crippling, mind-numbing illness that is ravaging through my body at the moment, just might be the perfect time to get creative. Especially when I’m trying to decide on where I’m going to travel in 2010. I’m hungry. In fact, I’m starving for something different, and I don’t mean an alternative to rice, beans and tortillas. I am ready to travel in a way that I’ve never done before. I’d leave the planet if I could, I’d even buy a ticket for the next trip back in time. But it appears that I’ll have to think of other options as I’m unable to afford space travel and I thinkDr. Emmett Brownhas retired for good. A few years ago, I made the intriguing (and...","November 11th, 2009",https://wanderingearl.com/travel-ideas-for-2010-why-are-camels-so-expensive/,Derek,wanderingearl.com,Travel
When Travel Plans (and Life) Suddenly Change,"It happens. One minute we’re happily exploring the markets ofYangon, diving deeper into the history ofTurkeyor practicing our Spanish in Buenos Aires and then, in a flash, we are forced to change our entire travel plans without warning. We are suddenly required to head in a completely different direction, to turn around and go home or to move onto somewhere we never expected when we first set out on our adventure however long ago. Often times, that instant change in travel plans involves more than simply putting our original travel itinerary ‘on hold’, and instead, leads us directly towards a major life change as well. We must come to terms with the fact that tomorrow, our life may no longer resemble the life we are living today. Maybe you’re wondering, “how can a traveler’s life change so quickly?”. Well, as I’ve discovered, either myself or through stories told by other...","September 7th, 2010",https://wanderingearl.com/when-travel-plans-and-life-suddenly-change/,Derek,wanderingearl.com,Travel
3 Best Kept Travel Secrets,"Quite a few months ago, Katie over at TripBase.com initiated an interesting project in which travel bloggers interact with each other in order to create an extensive database of ‘travel secrets’. Each travel blogger, once nominated, writes a post about their ‘3 Best Kept Travel Secrets’ and then nominates other bloggers to do the same and thus adding to the collection. Recently, I was nominated by Francoise over atCultofTravel.comto participate, so this is my ‘travel secrets’ post. And while some of these places might not exactly be secrets to many of you, I consider my time visiting or exploring them to be major highlights of my ten years of wandering. MADHUKUNJ MANGO LASSI STAND, CALCUTTA Hidden down a narrow, unmarked lane in the midst of Calcutta, one of the most chaotic cities in the world, sits a mango lassi stand that has nearly brought me to tears on numerous occasions....","March 30th, 2010",https://wanderingearl.com/3-best-kept-travel-secrets/,Derek,wanderingearl.com,Travel
Standing Speechless at a Communal Sink,"The following is a short tale about an inexplicable occurrence – one of those moments to which being stunned into silence is the only reasonable reaction. Such moments seem to be an inherent part of travel and are typically uplifting and extraordinarily positive. This particular story, from one of my visits to Thailand a couple of years ago, popped into my head last night as I was doing some stretches and heard my knees cracking. Waiting in the arrival hall of Bangkok’s Don Mueang International Airport, I found it strange that my friend had not yet come through the sliding doors that led out from the customs area. Her flight from Melbourne had arrived at 8:30pm and despite watching an endless stream of passengers pass by, both from her flight and from flights that arrived over an hour later, my friend never appeared. And of course, my cell phone had...","December 5th, 2009",https://wanderingearl.com/standing-speechless-at-a-communal-sink/,Derek,wanderingearl.com,Travel
Feeling Guilty For Leaving A Country Too Soon,"When I hopped onto the bus that would take me from Beirut back to Aleppo, Syria, I spent the first few minutes daydreaming about the Aleppan cuisine that awaited me at the end of the journey. And then I spent the rest of the 6 hour trip feeling extremely guilty for leaving Lebanon after only 13 days. This is a feeling I often deal with, one that results from walking along a thin line between trying to avoid living a life full of regrets and trying to gain as intense an education as I can from my travels. If my goal was only to have the best time possible in every country I visit, then I would never feel guilty for leaving a place. But when a significant portion of my travel motivation derives from a genuine desire to educate myself through first-hand experiences, then I often feel that it...","December 1st, 2010",https://wanderingearl.com/feeling-guilty-for-leaving-a-country-too-soon/,Derek,wanderingearl.com,Travel
"Feeling Lost, Confused & Lonely While Traveling?","If you were to read every article on this blog, you would probably notice that there are only a handful of occasions when I speak about travel or any of the destinations I’ve been to or any of the experiences I’ve had over the years, in a negative manner. This is not some trick and I am not trying to deceive anyone into thinking that travel, or more specifically, long-term travel, is nothing but a never-ending stream of overwhelmingly positive experiences. But I do believe that our own attitude affects our own travels and if we do find the right mindset, we can find the positive in just about any destination we come across. Of course, while almost 14 years has passed since I first started this journey of mine, my memory is also not so terrible that I can’t remember feeling scared, confused and lonely while traveling around Bangkok...","June 20th, 2013",https://wanderingearl.com/feeling-lost-confused-lonely-while-traveling/,Derek,wanderingearl.com,Travel
"Fun Group Activities in New South Wales, Australia","The southeastern Australian state of New South Wales is well known for its national parks, coastal cities, and rugged coastlines. Visitors travel hundreds of miles to explore the Blue Mountains, various surf beaches, and even dozens of wineries within The Hunter Valley region. As familiar as you might be with the offerings of NSW, discovering group activities can be a little harder. If you’re about to set off on an Australian adventure, here are some not-to-be-missed experiences for you and your loved ones. Travelers exploring north of Sydney in NSW may end up in one of Australia’s most significant wine regions. Consider theHunter Valley wine toursas a fun, educational group activity that teaches you about some of the finest wines in Australia. The Hunter Valley has made a name for itself with Shiraz and Semillon wine varieties, and many family-run and world-renowned wine brands call this region home. While pleasing...","June 7th, 2021",https://wanderingearl.com/fun-group-activities-in-new-south-wales-australia/,Derek,wanderingearl.com,Travel
Trover – It’s Still My Ideal Travel Idea Generator,"You walk by a cafe in your hometown, or perhaps a local bookshop, or maybe there’s a small, but beautiful, beach that offers a perfect sunset view. You smile widely when you think of these places, knowing that they are exactly what makes your town as attractive, as fun, as unique as it is. They’re the kind of places you tell your friends to visit whenever they are in town. They’re also the kind of places that few people would ever find if you didn’t tell others about them yourself. Now picture this… You walk outside your hostel or hotel in a foreign city, let’s say Istanbul. You wish that somebody would give you some guidance, would help you find those out of the way experiences that most travelers wouldn’t know about. You want somebody to point out those same kind of unique and special places that you would point...","April 22nd, 2015",https://wanderingearl.com/trover-still-my-ideal-travel-idea-generator/,Derek,wanderingearl.com,Travel
Let’s Talk About Tourist Crowds (Are They Everywhere?),"Tourist crowds. I’m not a huge fan. I just don’t feel comfortable when the streets are jam-packed, when I need to constantly dodge other people, when I’m faced with lines and groups and little space to call my own. As travel becomes more and more popular and commonplace though, such tourist crowds seem to be the norm all over the world. Walking down the street in many destinations requires a lot of focus in order to avoid bumping into strollers, lost tourists and group leaders that don’t seem to mind taking over the sidewalks. Of course, I know I’m part of the problem too. I am indeed a tourist visiting these very same destinations. Forget about low seasons and high seasons, forget about visiting cold destinations in the heart of winter or tropical destinations in the middle of monsoon season. It almost doesn’t seem to matter any more. Travelers are...","November 14th, 2018",https://wanderingearl.com/lets-talk-about-tourist-crowds/,Derek,wanderingearl.com,Travel
Facebook Randomness – Answers to All Your Travel Questions,"An hour ago, I was about to start writing a post. Everything was in place – my laptop, my fruit salad, my glass of beer – until I quickly realized that one thing was missing. A topic. I had no idea what I was going to write about. My next move was to check my Twitter account and check myFacebook page, and it was there on my Facebook page that I had a thought. I would invite my FB followers to ask me any travel questions they had and I would select one of those questions and respond with a full post. But then, along came Michelle, a FB follower who suggested that my post consist of brief answers to ALL of the questions that were asked. I liked the idea, a lot. And so, that’s what I’ve done. All of the questions are listed below. Before I get to...","February 10th, 2014",https://wanderingearl.com/facebook-randomness-answers-travel-questions/,Derek,wanderingearl.com,Travel
"June 24th, 2010: Seven Posts To Read","A couple of days ago, I had a little more time than normal to sit down and go through the dozens of blogs that I follow either through RSS or email. And it was perhaps one of the most rewarding blog reading sessions I’ve had in a while, as with the extra time on my hands, I was able to fully digest and enjoy so many posts that I came across. Naturally, I wanted to share a few of the great posts that I found with you and that’s what I’ve aimed to do below. My original list included nineteen posts and in order to cut that list down, I just decided to pick seven of those at random. So if you have a blog and you wrote a wonderful post this week which I failed to mention here, my apologies! Feel free to leave a comment below so that...","June 23rd, 2010",https://wanderingearl.com/june-24th-2010-seven-posts-to-read/,Derek,wanderingearl.com,Travel
"Dawood Hotel: The Best Hotel in Sanaa, Yemen","I’m going to make this easy. When you visit Sana’a, the capital city of Yemen, do yourself a favor and stay at theDawood Hotel. Now I understand that might sound like an oversimplification and it might even entice you to examine the other accommodation options that exist in this city, but believe me when I tell you that, assuming you’re not looking for 5-star accommodation, this is the best hotel in Sanaa. It’s the place to stay. It’s not just a hotel, it’s a Yemeni travel experience all in itself. And I only need about two minutes and a few photographs to prove it to you. Location:In the heart of the Old City of Sana’a, which, as a traveler, is exactly where you want to be. You’re less than five minutes walk from the markets, main gate, restaurants and other attractions in the Old City and the area around the...","May 10th, 2013",https://wanderingearl.com/dawood-hotel-the-best-hotel-in-sanaa-yemen/,Derek,wanderingearl.com,Travel
Sleeping On Sofas And Floors,"At some point, almost all of us have had to ask (or perhaps beg) a family member or a friend to open their homes and allow us to crash on their sofa for a night or two. Maybe we’re coming into town for a wedding or a sporting event or just to visit some old pals, and we don’t really want to dish out big bucks for a hotel room. All we need is a bit of space where we can lay our heads and so we simply turn to those we know. Given the nature of my nomadic lifestyle, I’ve been forced to ask for such favors quite often, especially during my yearly trips home to the USA. I don’t exactly have my own house or apartment in this country and as a result, my comfort level during every night I spend here depends solely on the hospitality of...","June 28th, 2010",https://wanderingearl.com/sleeping-on-sofas-and-floors/,Derek,wanderingearl.com,Travel
It’s a Struggle to Take a Good Travel Photo,"Oh, the torture. The writing, the emails, the tweeting…that stuff is all good. The real challenge, the real thorn with this blogging stuff, comes from the photos. Taking a perfect travel photo to post online – on Facebook, the blog or Instagram – is just plain difficult. And to do it over and over and over again? It’s madness I tell you. The pressure is immense and getting that perfect shot, especially when we want to be in the photo ourselves, takes extreme effort, and usually some pain. Sweat and tears are all a part of it. I wish it were as easy as just facing the camera and snapping away, but it’s not. In fact, always wondering if I’ll get that desperately needed winner of a travel photo has ruined many a days, it’s led to many sleepless nights and has cost me hundreds of dollars in therapy sessions....","July 26th, 2016",https://wanderingearl.com/how-to-take-the-perfect-travel-photo/,Derek,wanderingearl.com,Travel
The Best Beaches to Visit in Barbados,"As one of the most beautiful islands in the Caribbean, Barbados is home to stunning beaches that offer an array of numerous experiences amongst its soft sands and crystal-clear waters. While some offer an ideal condition for surfing with fantastic waves drawing in adventures from around the world, others have calm waters that are safe for kids to swim and play. With over 80 beaches to explore, you might need help deciding which to visit. So, here are some of the best beaches to visit in Barbados. Carlisle Bay is a large bay close toBridgetown, Barbados’ capital city. Being near the capital makes it one of the island’s most popular beaches. On the southern end of the bay, you’ll find Brownes Beach, a quiet and serene area best suited for those looking to relax away from the crowd. Brownes Beach is a large beach stretching from the Boatyard to Needham’s...","November 6th, 2023",https://wanderingearl.com/the-best-beaches-to-visit-in-barbados/,Derek,wanderingearl.com,Travel
Choosing the Perfect European Spring Getaway,"One of the primary considerations when planning a spring getaway is the weather. While Europe experiences a generally mild climate during this season, there can be significant variations from city to city. For those seeking warmth and sunshine, Southern European destinations like Barcelona, Rome, and Athens are excellent choices. With temperatures ranging from the mid-60s to low 70s Fahrenheit (around 18-24°C), these cities offer ideal conditions for exploring outdoor attractions and soaking up the sun. On the other hand, if you prefer cooler temperatures and blossoming landscapes, consider Northern European cities such as Amsterdam, Copenhagen, and Edinburgh. While the weather may still be brisk, the vibrant spring blooms and fewer crowds make these destinations a delight to explore. Spring in Europe is synonymous with festivals and cultural celebrations, making it an exciting time to visit. From colorful flower parades to traditional folk festivals, there’s no shortage of events to choose...","April 9th, 2024",https://wanderingearl.com/choosing-the-perfect-european-spring-getaway/,Derek,wanderingearl.com,Travel
My Favorite Travel Destinations In Eastern Europe,"Two nights ago, my fourthWandering Earl Tourofficially came to an end. Our group of ten mighty fine individuals wined (drank beer actually) and dined for the last time together after having traveled around Romania and Moldova for the past two weeks. And while I genuinely hope that everyone on the tour enjoyed their experience in this part of the world, I don’t hesitate for a second to state that I thoroughly enjoyed the experience myself. In fact, these last two weeks helped me reconfirm a couple of things. First, I absolutely love running these Wandering Earl Tours. Never did I imagine I would ever work on a project like this but now, I literally can’t wait for every single tour to begin. Second, I absolutely love Romania and Moldova and all of Eastern Europe in general. Despite the frustratingly poor customer service, despite the sometimes initially drab appearance of towns...","September 9th, 2013",https://wanderingearl.com/favorite-travel-destinations-in-eastern-europe/,Derek,wanderingearl.com,Travel
My ‘Travel Date’ With A Guy Named Kaji,"Anyone who has spent even a short amount of time traveling would certainly be familiar with the ‘travel date’. This is when we actively seek out another traveler to spend time with despite knowing that we will end up having the exact same conversation, one that revolves around a very typical set of questions, that we’ve had thousands of times before. However, it is important to point out that there are some key differences between the ‘travel date’ and normal dating. First, instead of love, travelers are often just looking for someone to hang out with for the day. Second, instead of having the luxury of sifting through thousands and thousands of online profiles hoping to find a good match, we travelers must use a different method to find our companions. We must sit in the hostel lounge, pretending to read a book, as we scan the room out of...","March 25th, 2012",https://wanderingearl.com/my-travel-date-with-a-guy-named-kaji/,Derek,wanderingearl.com,Travel
Please Don’t Be Afraid To Travel On Your Own,"You want to travel. You make a vague plan. Maybe you’ll fly to Thailand or maybe to Mexico, but either way, you’re leaving in six months time. You start saving money, you start doing research every single night and your level of excitement grows with each passing hour. Of course, as this will be your first ‘real’ travel experience, you’re a bit afraid to travel on your own and naturally prefer to travel with other people. So you start asking your friends to join you on your epic adventure. As you show them photos you found online of white sand beaches on a Thai island and of the Mayan ruins of Chichen-Itza, you are more than confident that you will have a travel partner or two in no time at all. But interestingly enough, the first friend you ask, perhaps your closest friend, turns you down. And so you move...","January 12th, 2012",https://wanderingearl.com/please-dont-be-afraid-to-travel-on-your-own/,Derek,wanderingearl.com,Travel
